#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,UnionRewindInclude
3479,GOLF R FREESTYLE,Bobby Vandamme,60,127,german hip hop,Hip Hop,GOLF R FREESTYLE,4/12/2024,2:02,79,48,8,0,41,10,10,-8,D#/E♭ Minor,4,3/14/2025,4l11vPYTqYrq9wjcO2pHDc,RCA & GOLD LEAGUE/GOVA Ent.,2A,DEKF22400567,0
3480,Brand New Dance,Eminem,66,120,"rap, hip hop",Hip Hop,The Death of Slim Shady (Coup De Grâce),7/12/2024,3:26,81,71,37,0,66,30,90,-5,C Minor,4,3/14/2025,77pfjsq0gSZwO8bYVTVROo,Shady/Aftermath/Interscope Records,5A,USUG12403405,0
3481,Undecided,RONDÉ,50,125,nederpop,Pop,Undecided,1/25/2024,2:40,74,89,7,0,87,0,0,-4,C♯/D♭ Minor,4,3/14/2025,67HfJMTt2jley2uzWzocKe,"Universal Music, a division of Universal International Music BV",12A,NLP3D2300005,0
3482,MER,Vidar Villa,32,156,norwegian pop,Pop,MER,1/5/2024,2:39,67,77,2,0,83,0,20,-5,A Major,4,3/14/2025,1gWUK9qMIK0mnqdSfgfT6z,Universal Music AS Distributed Labels,11B,NOYHV2001060,0
3483,Du ligner din mor,"Benjamin Hav,Lukas Graham",61,107,"dansktop, ",Country,Du ligner din mor,12/27/2024,3:06,82,58,21,0,80,0,0,-7,C♯/D♭ Minor,4,3/14/2025,5wmH2yEMgerF4bGh87TQZA,Sony Music Entertainment,12A,DKADG2400768,0
3484,Aucune attache,KeBlack,62,93,pop urbaine,Hip Hop,Aucune attache,2/2/2024,2:41,83,71,44,0,59,20,10,-6,D Minor,3,3/14/2025,3KZN01EuBoqh04jyGXpnxr,Motema records,7A,FRPZ92402520,0
3485,It's the Most Wonderful Time of the Year,Andy Williams,51,202,"christmas, adult standards","Easy listening, Jazz",The Andy Williams Christmas Album,1963-00-00,2:31,23,53,87,0,65,0,10,-12,D Major,3,3/14/2025,1IcR6RlgvDczfvoWJSSY2A,Columbia,10B,USSM16300086,0
3486,Feel Good,Charlotte Cardin,70,111,,,Feel Good,9/15/2023,2:43,73,64,10,0,69,0,0,-6,F#/G♭ Minor,4,3/14/2025,6PcVlezWXunO2Bh78iEq0W,Parlophone (France),11A,QMDA62398101,0
3487,It's Not Right But It's Okay,Mr. Belt & Wezol,77,128,"future house, house",Electronic,It's Not Right But It's Okay,2/23/2024,2:32,76,86,1,0,62,0,30,-5,F Minor,4,3/14/2025,5OFVzqSeFxGpvDGyHvVeLj,Sony Music Entertainment,4A,NLP762300246,0
3488,Okej att dö,Miriam Bryant,35,150,,,Okej att dö,4/26/2024,2:49,53,80,15,0,57,0,10,-5,B Minor,4,3/14/2025,41ioFOtkaKOuvZbqzliDLT,WM Sweden,10A,SE5EM2400201,0
3489,Push Up - Main Edit,Creeds,77,75,"techno, hard techno, tekno","Electronic, Hip Hop",Push Up (Main Edit),3/31/2023,2:19,77,83,21,84,19,20,0,-9,G Major,4,3/14/2025,3AjSfp5FDvwtMU9XBsbS8j,Columbia/B1 Recordings,9B,DEE862300564,0
3490,Smile,Morgan Wallen,81,126,country,Country,Smile,12/31/2024,3:44,50,22,94,0,40,0,0,-11,B Major,4,3/14/2025,3MJ6lFNV12FSHAOzTzkwxz,Big Loud Records / Mercury Records / Republic Records,1B,USUG12408922,0
3491,Julibarn,"Newkid,Naod",43,150,,,Julibarn,10/27/2023,3:11,55,54,42,0,31,0,40,-6,C Major,4,3/14/2025,3KKJ0gfzfKfHOgKH8K9G5x,Sony Music Local,8B,SEBGA2304406,0
3492,365 featuring shygirl,"Charli xcx,Shygirl",64,138,"hyperpop, art pop",Pop,Brat and it’s completely different but also still brat,10/11/2024,2:01,74,65,24,1,69,20,70,-9,C Major,4,3/14/2025,5xyaPwLmgoyGlDDu2H0Uix,Atlantic Records,8B,USAT22408102,0
3493,Hoppas att jag gjorde allt jag kan,Thomas Stenström,43,127,,,Superlativ 97,10/13/2023,3:54,67,76,9,0,48,0,0,-7,F Major,4,3/14/2025,6msOfq0hbXa5pbqlVFhgj0,Korpstaden Produktion,7B,SEBGA2304096,0
3494,Lokalisering,Yasin,47,130,,,En paus från internet - Del 1,12/6/2023,1:50,84,43,54,0,71,70,30,-11,D#/E♭ Minor,4,3/14/2025,0SBiVhqITXijjCtsnKQjBK,GG,2A,SE6A92365793,0
3495,I might say something stupid featuring the 1975 & jon hopkins,"Charli xcx,The 1975,Jon Hopkins",54,138,"hyperpop, art pop, idm, ambient","Electronic, Pop",Brat and it’s completely different but also still brat,10/11/2024,4:10,26,20,85,1,10,0,10,-14,E Major,4,3/14/2025,4l4OfcR9UPPT06BINAxbiA,Atlantic Records,12B,USAT22408052,0
3496,Bin dabei,Olexesh,39,115,german hip hop,Hip Hop,Bin dabei,11/16/2023,2:26,92,71,3,0,38,10,0,-8,A#/B♭ Minor,4,3/14/2025,0fvt4b25fFbUPMdmj52PUB,385ideal,3A,DEVY22300027,0
3497,"Ja, Vi Elsker Dette Landet","N/A,Bodø Domkor",25,75,,,Fagert Er Landet,1997-00-00,3:11,25,22,100,0,22,0,20,-16,C Major,3,3/14/2025,0GEeVI8Wa1KXGTStgBUerG,Grappa,8B,NOFGG9729120,0
3498,ASOZIALE MAROKKANER,"Farid Bang,Skandal",45,91,german hip hop,Hip Hop,ASOZIALE MAROKKANER,2/16/2024,2:39,63,71,76,0,54,30,10,-6,E Minor,4,3/14/2025,0YsWkOZydchvwAvc4gEqeN,Banger Musik,9A,FR2X42481973,0
3499,Loca Loca,"R3HAB,Pelican",53,132,"slap house, edm, ",Electronic,Loca Loca,11/24/2023,2:12,79,67,17,0,90,10,10,-6,G Minor,4,3/14/2025,65WsGJwQxiaHsNsxaicEB2,Island Records,6A,AEA2D2300380,0
3500,We Wish You A Merry Christmas,The Weavers,50,137,christmas,Jazz,We Wish You A Merry Christmas,12/1/1951,2:27,67,26,88,0,87,0,40,-12,E Major,3,3/14/2025,5nhwuGvAsR1a3ITEv8SfG6,Geffen,12B,USMC15181446,0
3501,Atlantis,"Paula Hartmann,Trettmann",55,120,"german pop, german hip hop","Hip Hop, Pop",kleine Feuer,3/8/2024,2:34,75,46,22,0,24,0,10,-7,D Minor,4,3/14/2025,7HF2ixqp47pB4FcCSXkHP4,Four Music/Himbeertoni,7A,DEKF22400087,0
3502,CABREL,"Tiakola,Saaro",50,138,"pop urbaine, ",Hip Hop,BDLM VOL.1,9/20/2024,3:05,72,50,44,0,62,0,20,-8,D Minor,4,3/14/2025,19S3LO0v8isaxrXR8nyi9D,M3lo World / Atlantic Records,7A,FR9W12443200,0
3503,Au-dessus de l'Atlas,Jul,39,138,pop urbaine,Hip Hop,La route est longue,12/8/2023,3:24,66,48,53,0,31,30,10,-8,C♯/D♭ Minor,4,3/14/2025,1jIrLMqN1JwgaGK3GwCEEb,D'Or et de Platine,12A,DGA0L2348770,0
3504,"ZEIT, DASS SICH WAS DREHT","$OHO BANI,Herbert Grönemeyer,Ericson",58,140,"german hip hop, neue deutsche welle, german pop, schlager, singer-songwriter","Hip Hop, Pop, Rock, Folk/Acoustic",EIN SCHRITT UND ICH FALL,10/11/2024,2:33,69,65,10,0,33,10,10,-7,C Major,4,3/14/2025,7fc7Z9hY2hzimmFvo2JO8p,Epic/$OHO BANI,8B,DEKF22400164,0
3505,Gerade Lines,Nimo,57,120,german hip hop,Hip Hop,FÜNF,12/13/2024,2:18,90,60,17,0,72,0,10,-7,A Minor,4,3/14/2025,0K4m3o2CZVKWPaK113ICXc,MOONBOYS ENTERTAINMENT/Warner Music Central Europe,8A,DEA612400156,0
3506,EUROPA (feat. Gobs),"Branco,Gobs",50,143,dansktop,Country,EUROPA (feat. Gobs),10/11/2024,2:36,68,88,21,0,73,30,20,-5,B Major,4,3/14/2025,2lTjq0awAyliTkJoq29sDR,Branco,1B,US38Y2422079,0
3507,Känns så längesen,"Johnossi,Lars Winnerbäck",50,128,swedish ballads,Jazz,Känns så längesen,7/12/2024,3:03,59,63,11,0,53,0,20,-7,D Minor,4,3/14/2025,0PNPkWzkRVAEdXDpP1Efkc,Universal Music AB Distributed Labels,7A,SEUM72400948,0
3508,Eagle Rock - 2011 Remaster,Daddy Cool,56,126,,,Daddy Who? Daddy Cool (40th Anniversary Edition),7/1/1971,4:10,62,78,13,0,67,0,0,-5,D Major,4,3/14/2025,2nCXuFS4Dt4BpHkxA9rhPL,Sony Music Entertainment,10B,AUBM01100328,0
3509,Tills jag somnar,Myra Granberg,26,89,,,Tills jag somnar,11/3/2023,2:33,62,66,12,0,55,0,70,-6,E Major,4,3/14/2025,6jEhOoIlgA04LlgvnXvVGT,Myra Granberg,12B,SE7F52300001,0
3510,HDL,LACAZETTE,61,95,german hip hop,Hip Hop,HDL,10/18/2024,2:25,52,11,92,64,53,0,30,-23,A#/B♭ Minor,4,3/14/2025,3SYHVGpbPQ8sPCRosoA9Wy,LACAZETTE,3A,DGA0P2438227,0
3511,Hjerteknuser,Kaizers Orchestra,39,181,"norwegian pop, dark cabaret","Folk/Acoustic, Pop",Violeta Violeta Volume I,1/31/2011,3:20,24,65,7,0,58,0,0,-2,G Minor,3,3/14/2025,3RAHhTC61TZLoQ7I6FfgdN,Kaizers Orchestra,6A,NOHDL1002070,0
3512,Sinterklaas Is Jarig,"Alles Kids,Sinterklaasliedjes Alles Kids",20,103,"children's music, ",Easy listening,Sinterklaasliedjes om mee te zingen,7/28/2020,0:57,76,38,89,0,33,0,10,-10,A#/B♭ Major,4,3/14/2025,4xwh0OgPHCFexcDzIVwx2Z,Sony Music Entertainment,6B,NLP761900121,0
3513,Missiles,SCH,57,92,pop urbaine,Hip Hop,JVLIVS III : Ad Finem,12/6/2024,4:16,44,62,14,0,30,10,10,-9,A#/B♭ Minor,4,3/14/2025,6rZ8Y8JTBZXIBwr78abvEw,Maison Baron Rouge / WMF,3A,FREO92400370,0
3514,Mangos mit Chili,Nina Chuba,62,103,"german pop, german hip hop","Hip Hop, Pop",Glas,2/24/2023,2:14,89,61,15,0,73,10,10,-6,A#/B♭ Minor,4,3/14/2025,7AyE8MRf4dIK75mqqpks9S,Jive,3A,DEE862201561,0
3515,50G,"UZI,JKSN",63,115,"pop urbaine, ",Hip Hop,SUR LE CHEMIN (Phase finale),6/21/2024,3:58,94,47,27,0,78,40,0,-8,G#/A♭ Minor,4,3/14/2025,0JaCXZzj9Rb6cwz8wKN0pk,RPB Music,1A,FRX872460480,0
3516,Blikkendag,"Sven Versteeg,Likke Pêhp",68,132,,,Blikkendag,9/22/2024,3:29,71,94,1,0,81,0,0,-4,A#/B♭ Major,4,3/14/2025,3HcIbVeDYLg8u2DiqM4zuT,Dino Music,6B,NLZ292400233,0
3517,En gång till,"23,Shenzi Beats",51,96,,,En gång till,1/26/2024,2:25,81,43,37,15,62,10,10,-10,A Minor,4,3/14/2025,2vd8CskGdduZW0LvVvXW7f,WM Sweden,8A,SEPQA2400014,0
3518,RUNAWAY,OneRepublic,62,163,soft pop,Pop,RUNAWAY,5/26/2023,2:23,63,69,3,0,77,0,0,-6,D#/E♭ Minor,4,3/14/2025,07fbDnkKdZGk1gLvknxrns,Mosley Music/Interscope Records,2A,USUM72304684,0
3519,bad idea right?,Olivia Rodrigo,78,130,,,GUTS,9/8/2023,3:04,63,88,0,0,81,10,0,-4,A Major,4,3/14/2025,3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo PS,11B,USUG12304094,0
3520,Foran Porten,Jamaika,27,102,dansktop,Country,Championship,11/10/2023,3:13,46,45,23,0,26,20,0,-11,B Minor,1,3/14/2025,5YOWx55oEikk2zVoDDDiZa,2023 Ace Entertainment // DiGiDi,10A,DKFD52300103,0
3521,Siège chauffant,Jul,44,133,pop urbaine,Hip Hop,Décennie,1/19/2024,3:33,89,50,68,0,65,0,0,-8,C♯/D♭ Minor,4,3/14/2025,0rRaFBvow8WdGVERP8QXho,D'Or et de Platine,12A,DGA0Q2392478,0
3522,Holy Grail,Hunters & Collectors,36,101,,,Greatest Hits,10/13/2003,3:49,65,95,14,0,74,0,30,-4,C♯/D♭ Minor,4,3/14/2025,2FPsER4Qd9JsfunkyuBoyX,Bloodlines,12A,AULI00300740,0
3523,Smelter Under Månen,APHACA,62,104,dansktop,Country,Smelter Under Månen,6/21/2024,3:18,79,64,29,0,77,20,10,-7,C♯/D♭ Minor,4,3/14/2025,0nVUuzrVZc5t9S48ifesg6,a United Records release,12A,DKUM72400234,0
3524,Automatic,C.Gambino,0,180,,,Automatic,9/22/2023,2:10,70,52,15,82,67,20,10,-12,A#/B♭ Minor,4,3/14/2025,7Fjz93GKhU5LlTacFAO8ze,WM Sweden,3A,SEPQA2300181,0
3525,Armani,Jireel,56,123,,,YEMAYA,11/15/2024,3:02,60,40,36,15,10,0,10,-15,C♯/D♭ Major,4,3/14/2025,5avYou6QKMsC1nnbOkqqm9,MOTY Records,3B,SE7DY2400019,0
3526,FOREVIG (med TIX),"Fjellrev,TIX,Hytta",54,138,"russelåter, epadunk, norwegian pop","Country, Pop",FOREVIG (med TIX),4/10/2024,2:16,65,86,10,0,89,10,30,-7,A Major,4,3/14/2025,1HAzYQY6WYXkgB9v3eYDW4,Universal Music AS,11B,NO2DY2400170,0
3527,Gläns över sjö och strand,Sofia Källgren,35,76,christmas,Jazz,Julen är kommen,12/14/1990,3:02,23,10,94,0,4,0,10,-18,G#/A♭ Major,4,3/14/2025,4pdnPqZ6NOnofNfOOEO0iz,Big Bag Records,4B,SEBGA9002018,0
3528,Shavkat,Freeze corleone,55,111,drill,Hip Hop,ADC,9/11/2023,3:39,63,73,7,0,51,30,10,-7,C♯/D♭ Major,3,3/14/2025,0IzfVZmlCiwPZmjNkRJehY,MMS CORP,3B,FR9NG2300060,0
3529,Half The World Away - Remastered,Oasis,63,115,"britpop, madchester, rock","Pop, Rock",Definitely Maybe (Deluxe Edition Remastered),1994-00-00,4:27,43,46,31,0,23,0,0,-9,C Major,4,3/14/2025,0if8wueNrAVLfwSH7l1ANJ,Big Brother Recordings Ltd,8B,GBQCP1400035,0
3530,eehhhyyy,"Zartmann,Drumla,Dauner",72,133,"german pop, ",Pop,dafür bin ich frei EP,6/21/2024,2:15,74,77,27,0,82,0,40,-6,F Major,4,3/14/2025,1cXo8i9dgutdqjhjz3Zwqq,Bamboo Artists/Epic,7B,DE1FB2400169,0
3531,Picasso,Werenoi,2,112,,,Pyramide,2/16/2024,3:29,78,68,26,0,75,30,10,-6,F Minor,3,3/14/2025,58oi1CSV51rrMXjFth6KB3,AllPoints,4A,FR10S2436049,0
3532,21,Jamaika,34,125,dansktop,Country,Championship,11/10/2023,2:57,77,72,11,0,36,30,10,-5,G Minor,4,3/14/2025,7ylw49QFc3JPyyLUJksjAs,2023 Ace Entertainment // DiGiDi,6A,DKFD52300102,0
3533,Mord På Dansegulvet,Rasmus Seebach,37,110,dansktop,Country,Sange Fra Askepot (Mine Versioner),2/23/2024,2:56,81,69,2,0,89,0,20,-5,B Major,4,3/14/2025,5D9DIrqOSTmY62Hna6H2oc,Universal Music A/S,1B,DKUM72400038,0
3534,Irish Pub Song,The High Kings,57,126,"celtic, sea shanties, celtic rock","Traditional music, Rock, Metal",Irish Pub Song,4/5/2013,3:00,74,72,72,0,97,0,20,-6,C Major,4,3/14/2025,6zX3HwSuoQThrabeoHJvCs,Celtic Collections,8B,IEAAO1300001,0
3535,Matchday,"Broederliefde,$hirak",47,105,,,Matchday,6/13/2024,2:30,75,71,12,0,39,20,20,-4,A#/B♭ Minor,4,3/14/2025,4peow9pJx76ZvS5FtzGo5H,Top Notch Music BV,3A,NLG662400182,0
3536,Daylight,Drake,61,140,"rap, hip hop",Hip Hop,For All The Dogs,10/6/2023,2:44,57,56,1,0,7,20,10,-8,A#/B♭ Minor,4,3/14/2025,4ZT0wGKwlJRjpMUuwZVy3p,OVO/Republic,3A,USUG12306070,0
3537,Confidence,Ocean Alley,11,141,surf rock,Rock,Chiaroscuro,3/9/2018,4:13,59,56,6,0,56,0,10,-10,B Minor,4,3/14/2025,7to68V64Cu6zk0UDo5tyw3,Ocean Alley,10A,AUZN31700127,0
3538,Det Modsatte,Mumle,59,118,dansktop,Country,Det Modsatte,9/22/2023,3:21,76,58,2,0,55,10,0,-6,B Minor,4,3/14/2025,6vdsc40TnfCdZsWj7GecQV,Capitol Records,10A,DKUM72300587,0
3539,6G,Booba,41,138,pop urbaine,Hip Hop,6G,2/1/2024,2:52,78,72,21,0,39,20,0,-6,C♯/D♭ Major,4,3/14/2025,4MsOD2fBtHHIyyKY4acddP,Universal Music Distribution Deal,3B,FR8R62400001,0
3540,immer busy,"Maxe,Monet192,Dante YN",40,75,"german pop, german hip hop","Hip Hop, Pop",immer busy,10/20/2023,1:58,64,90,17,0,92,20,10,-4,F Minor,4,3/14/2025,6kxLxd8sYDnUCQU7j14dHd,Maxe,4A,CH7812363980,0
3541,1 till,"Broiler,Greekazo,Hjorterud Allé",11,126,"norwegian pop, russelåter, epadunk","Country, Pop",1 till,1/26/2024,2:15,87,66,2,0,86,0,10,-7,C Minor,4,3/14/2025,6JLCKLr5uT2LhdVJU63FrB,Sky Music,5A,NONUQ2413010,0
3542,Strövtåg i hembygden,Mando Diao,57,81,swedish ballads,Jazz,Infruset,10/31/2012,4:09,44,51,11,0,43,0,30,-8,E Major,4,3/14/2025,7KOegFQMd13ETQry4A6Tu1,Playground Music,12B,SEYBD1200106,0
3543,Grizzly,Problembarn,50,143,"russelåter, norwegian pop, norwegian rap, epadunk","Country, Pop, Hip Hop",Grizzly,4/18/2024,2:42,68,75,1,0,57,0,0,-6,F#/G♭ Minor,4,3/14/2025,5LTkOyKoB44q6q6TSxNx7H,Problembarn,11A,NOPBZ2300018,0
3544,O Holy Night,Céline Dion,61,77,variété française,,These are Special Times,10/30/1998,5:20,16,30,72,0,6,0,0,-9,G Major,4,3/14/2025,5547x0ZawobhfSeh2QKAca,Columbia,9B,CAC229800213,0
3545,S&S,LACAZETTE,64,150,german hip hop,Hip Hop,S&S,11/29/2024,2:36,52,18,86,95,12,0,10,-28,A#/B♭ Minor,3,3/14/2025,1GgETB3Ixe8suRgOG5BmFT,LACAZETTE,3A,DGA0R2482683,0
3546,Empire Now,Hozier,49,90,,,Unheard,3/22/2024,2:58,45,45,69,0,37,0,10,-6,A Minor,4,3/14/2025,7bQRGSTZYc8qedKrW9FmYI,Columbia,8A,USSM12401867,0
3547,Fri till slut - Spotify Singles,"Dina Ögon,Seinabo Sey",37,76,tropical house,Electronic,Fri till slut - Spotify Singles,10/20/2023,4:48,49,51,15,0,48,0,10,-10,A Major,4,3/14/2025,0LqMjug9C2LLSxsLfco0tg,Playground Music,11B,SE3SA2303101,0
3548,DRAGO MALEFOY,SDM,54,86,pop urbaine,Hip Hop,A LA VIE A LA MORT,9/26/2024,2:15,69,62,43,0,46,40,10,-8,C Minor,5,3/14/2025,2FQkF9KXjfn5l79l6OgMMF,Universal Music Division Capitol Music France,5A,FRUM72401054,0
3549,Säg Mig,"23,Shenzi Beats",40,144,,,Säg Mig,2/14/2024,2:15,61,38,39,68,20,20,10,-14,C♯/D♭ Major,4,3/14/2025,6QcM5ODX1XpjBKIMQuWmdE,WM Sweden,3B,SEPQA2400023,0
3550,Hvilepuls,Gaute Grøtta Grav,41,192,,,Hvilepuls,10/17/2024,2:24,54,82,54,0,97,10,20,-7,A Major,4,3/14/2025,6Cu3n0IFPRjJ1kwoOVWHJE,Triplet Records,11B,USA2P2465627,0
3551,Dancing in the Moonlight,Toploader,79,119,,,Onka's Big Moka,2000-00-00,3:52,63,86,6,0,87,0,30,-3,A#/B♭ Major,4,3/14/2025,3Fzlg5r1IjhLk2qRw667od,Sony Soho Square,6B,GBBBL9902165,0
3552,Padam Padam,Kylie Minogue,68,128,dance pop,Pop,Tension (Deluxe),9/22/2023,2:46,74,62,22,0,70,20,10,-8,F Major,4,3/14/2025,44MuEHdlociG8KjhPhOVw5,BMG Rights Management (UK) Ltd.,7B,GB5KW2301017,0
3553,H&K,LACAZETTE,61,127,german hip hop,Hip Hop,H&K,5/24/2024,2:19,73,72,8,0,66,30,30,-9,C♯/D♭ Minor,4,3/14/2025,5ubQrs2wWoSgRwEaPZd4eS,LACAZETTE,12A,FRX762441099,0
3554,Det Går Et Festtog Gjennom Landet!,"Sarpsborg Kammerkor,Forsvarets Stabsmusikkorps",15,108,,,Livets toner - en messe for eng og asfalt,2013-00-00,2:41,50,46,53,0,72,0,10,-12,F Major,4,3/14/2025,06xTF6pNyBi14cHpKISeyk,Cantando Musikkforlag Vigmostad & Bjørke as,7B,NODGN1306010,0
3555,farger,"Dutty Dior,Chirag",40,150,"norwegian rap, norwegian pop","Pop, Hip Hop",det er mindre ensomt alene,5/19/2022,3:18,62,45,83,0,61,0,30,-7,D Major,4,3/14/2025,1TlykKAjLgM94KrSb0pSqS,WM Norway,10B,NOA7Y4100420,0
3556,Gris,SCH,46,109,pop urbaine,Hip Hop,JVLIVS Prequel : Giulio,5/31/2024,2:58,77,67,42,0,27,10,10,-7,E Minor,4,3/14/2025,47K9ad3Ahx94WR9LCPABrB,Maison Baron Rouge / WMF,9A,FREO92400120,0
3557,Who,Jimin,88,116,k-pop,Pop,MUSE,7/19/2024,2:50,66,76,0,0,84,0,10,-4,C Minor,4,3/14/2025,7tI8dRuH2Yc6RuoTjxo4dU,BIGHIT MUSIC,5A,USA2P2431062,0
3558,Evighet (feat. Molly Hammar),"Jonas Benyoub,Hver gang vi møtes,Molly Hammar",50,137,"norwegian rap, norwegian pop, ","Pop, Hip Hop",Evighet (feat. Molly Hammar),12/30/2024,2:38,46,55,74,0,42,10,0,-8,D#/E♭ Major,4,3/14/2025,0dlKJgfewt5XU5ucn9VCFP,WM Norway,5B,NOAGW2400162,0
3559,Traum,AYLIVA,59,123,"german pop, german hip hop","Hip Hop, Pop",In Liebe,8/16/2024,3:13,34,47,17,0,9,0,20,-6,F Major,4,3/14/2025,1gGinE4DNA7TVPvyIl8xPp,Whiteheart Records/WM Germany,7B,DEA622402556,0
3560,Superstars,Jazeek,56,150,german hip hop,Hip Hop,Superstars,6/30/2023,2:19,66,62,36,1,39,30,10,-6,F Minor,5,3/14/2025,3dgOu83QnvkooEa4Jz2Msr,NINETYNINE MUSIC x Good Kid Records x VENTURA Records,4A,DECE72302049,0
3561,sonnenbank.mp3,YAKARY,67,114,german hip hop,Hip Hop,sonnenbank.mp3,11/24/2023,2:01,79,67,17,0,65,20,10,-6,G#/A♭ Major,4,3/14/2025,30vg2QguPyaa7PcAJTn9YE,Life is Pain,4B,DGA0L2397076,0
3562,Schakelen,"Djaga Djaga,Lijpe,Boef,Josylvio",41,141,,,Schakelen,10/27/2023,3:40,75,63,27,0,59,40,10,-9,E Minor,4,3/14/2025,4XAs1VBbmfnf8sUjKwF6Tp,OJCARTEL,9A,QZTB72399863,0
3563,W,Lamin,39,120,dansktop,Country,SkyLL,9/19/2024,2:10,83,57,5,0,38,40,30,-8,G Minor,4,3/14/2025,7iOKUcQpSviPaeZd519Owi,Universal Music A/S,6A,DKUM72400447,0
3564,Wacht Op Mij,"Trobi,Ronnie Flex,Tabitha",39,100,nederpop,Pop,Wacht Op Mij,10/27/2023,2:17,78,64,28,0,72,0,0,-5,G#/A♭ Major,4,3/14/2025,4YmbvryKSbLnsN1IqAI3eK,Atlantic Records Benelux,4B,NLA802300045,0
3565,Handy brennt…,Azet,46,97,german hip hop,Hip Hop,Handy brennt…,11/17/2023,2:46,80,76,12,0,70,20,10,-5,F Minor,4,3/14/2025,0QHtFTFvw7wYIqJUlFaLRQ,FastLife Records/Warner Music Central Europe,4A,DEA622303423,0
3566,tystnar i luren,"Miriam Bryant,Victor Leksell",57,184,,,PS jag hatar dig,11/19/2021,3:13,46,62,55,0,70,10,40,-7,G Major,4,3/14/2025,5IZGN81VVgBv1lPrjXzOD6,WM Sweden,9B,SE5EM2000701,0
3567,Finally,"Swedish House Mafia,Alicia Keys",72,131,"edm, r&b, neo soul","Electronic, R&B",Finally,8/29/2024,3:35,59,84,1,4,13,0,10,-5,A#/B♭ Minor,4,3/14/2025,5a2Mb0OPY17zkS8FnciQhg,Swedish House Mafia,3A,USUG12405837,0
3568,Paranoid,"Roc Boyz,VC Barre",0,145,"russelåter, norwegian rap, epadunk, norwegian pop","Country, Pop, Hip Hop",Paranoid,12/29/2023,2:40,65,58,5,0,50,0,20,-9,G Minor,4,3/14/2025,3DlxdVsJHBCvUk3zVMGJeF,Virgin Music Label And Artist Services,6A,NO2DY2300735,0
3569,Godthåbsvej,URO,45,130,dansktop,Country,Godthåbsvej,9/29/2023,3:19,70,58,10,0,38,0,10,-8,C Major,4,3/14/2025,5AmFAxI481dXAPtOZmXxgo,Sony Music Entertainment,8B,DKADG2300522,0
3570,Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,54,127,dansktop,Country,Hurtige Hænder (Acoustic Version - Moyo Live P3),3/30/2018,4:11,42,26,46,0,29,0,70,-15,G Major,4,3/14/2025,3D0VPp6nCN9dsyUjFv2BvP,No3,9B,DK4YA1805601,0
3571,WIR SIND NICHT (WIE DU),"KARDO,BANGWHITE,Kurdo,X WAVE",50,120,german hip hop,Hip Hop,WIR SIND NICHT (WIE DU),10/24/2024,1:55,87,80,3,0,49,20,20,-5,A#/B♭ Minor,4,3/14/2025,0XjRQ7yhTxZLBAo0leMFsW,XWAVE,3A,DECE72402446,0
3572,Vi Vandt I Dag,"Nik & Jay,Landsholdet",38,170,dansktop,Country,Vi Vandt I Dag,1/1/2012,3:21,56,78,9,0,75,10,20,-6,F#/G♭ Minor,4,3/14/2025,3tHFe0HGcuTo6wTHO4faij,MBO - The Music Business Organisation A/S,11A,DKUM71200221,0
3573,Tänd Ett Ljus,Zara Larsson,12,108,,,Honor The Light,11/30/2023,3:10,83,60,2,0,31,0,0,-5,E Major,4,3/14/2025,4svKBw2RSXSrlQfC2KHKlU,Sommer House/Epic,12B,USSM12308233,0
3574,MY STYLE,"Frenna,Dopebwoy",2,112,,,PINK SUMMER,7/18/2024,2:45,90,66,6,0,63,0,0,-4,E Minor,4,3/14/2025,0T2MLcykLYj215hslAHtMT,Top Notch Music BV,9A,NLUM72401347,0
3575,Témoin,Werenoi,3,144,,,Pyramide,2/16/2024,2:44,79,74,7,0,85,20,10,-7,C♯/D♭ Major,4,3/14/2025,0fiWPyw1VSobhr5isnHFUI,AllPoints,3B,FR10S2436043,0
3576,92i veyron,Booba,69,123,pop urbaine,Hip Hop,Nero nemesis,12/4/2015,3:37,80,67,27,0,45,10,0,-6,F#/G♭ Minor,4,3/14/2025,6Wpgf0xNuBIUpJF2uH7swL,Universal Music Distribution Deal,11A,FR8R61500031,0
3577,Joie de filles (feat. Vacra),"Lacrim,Vacra",20,93,pop urbaine,Hip Hop,VENI VIDI VICI,6/14/2024,2:18,81,65,37,15,79,10,10,-5,F Minor,4,3/14/2025,0s6VVcHt9LBdoMhR2itOQ8,PLATA O PLOMO,4A,FR9W12419807,0
3578,Guilty Conscience,KNEECAP,63,174,,,Guilty Conscience,10/14/2021,2:53,70,91,7,7,59,0,10,-7,G Major,4,3/14/2025,559wXxr2rb04rn7t3M3HPx,Heavenly Recordings,9B,QZNWS2159991,0
3579,Lüg mich an,Jazeek,50,120,german hip hop,Hip Hop,Lüg mich an,11/24/2023,2:44,82,82,4,0,16,20,10,-6,E Minor,4,3/14/2025,2lckikJBGAkGIXXq6ZPjsr,NINETYNINE MUSIC x Good Kid Records x VENTURA Records,9A,DECE72303384,0
